Author short Names;authors;articles
"Phung, J; Lee, YC; Zomaya, AY";"Phung, James; Lee, Young Choon; Zomaya, Albert Y.";Energy Efficiency Evaluation of Distributed Systems
"Bonacchi, C; Krzyzanska, M";"Bonacchi, Chiara; Krzyzanska, Marta";Digital heritage research re-theorised: ontologies and epistemologies in a world of big data
"Hu, KH; Hua, H; Zhang, YJ";"Hu, Kaihua; Hua, Huang; Zhang, Yujing";Research On 3d Interactive Model Selection And Customization Of ceramic Products Based On Big Data Cloud Service Platform
"Liu, BQ; He, HQ; Luo, HY; Zhang, TT; Jiang, JW";"Liu, Benquan; He, Huiqin; Luo, Hongyi; Zhang, Tingting; Jiang, Jingwei";Artificial intelligence and big data facilitated targeted drug discovery
"Cepa, K; Schildt, H";"Cepa, Katharina; Schildt, Henri";TECHNOLOGICAL EMBEDDEDNESS OF INTER-ORGANIZATIONAL COLLABORATION PROCESSES
"Chou, JS; Ngo, NT";"Chou, Jui-Sheng; Ngoc-Tri Ngo";Intelligent Monitoring for Efficient Use of Energy in Buildings
"Shi, L; Du, JP; Liang, MY; Kou, FF";"Shi, Lei; Du, Jun-Ping; Liang, Mei-Yu; Kou, Fei-Fei";SRTM: A Sparse RNN-Topic Model for Discovering Bursty Topics in Big Data of Social Networks
"Holzbecher, E; Hadidi, A; Barghash, H; Al Balushi, K";"Holzbecher, Ekkehard; Hadidi, Ahmed; Barghash, Hind; Al Balushi, Khadija";Application of Big Data and Technologies for Integrated Water Resources Management - A Survey
"Roth, S; Schwede, P; Valentinov, V; Zazar, K; Kaivo-oja, J";"Roth, Steffen; Schwede, Peter; Valentinov, Vladislav; Zazar, Kresimir; Kaivo-oja, Jari";Big data insights into social macro trends (1800-2000): A replication study
Zheng, SQ;Zheng, Shaoqing;Solving Vehicle Routing Problem: A Big Data Analytic Approach
"Yao, L; Ge, ZQ";"Yao, Le; Ge, Zhiqiang";Distributed parallel deep learning of Hierarchical Extreme Learning Machine for multimode quality prediction with big process data
"Maros, A; Murai, F; da Silva, APC; Almeida, JM; Lattuada, M; Gianniti, E; Hosseini, M; Ardagna, D";"Maros, Alexandre; Murai, Fabricio; Couto da Silva, Ana Paula; Almeida, Jussara M.; Lattuada, Marco; Gianniti, Eugenio; Hosseini, Marjan; Ardagna, Danilo";Machine Learning for Performance Prediction of Spark Cloud Applications
"Cao, DN; Wang, M; Ge, Y; Gong, SP";"Cao, Dainan; Wang, Meng; Ge, Yan; Gong, Shiping";Draft genome of the big-headed turtle Platysternon megacephalum
"Kou, G; Chao, XR; Peng, Y; Alsaadi, FE; Herrera-Viedma, E";"Kou, Gang; Chao, Xiangrui; Peng, Yi; Alsaadi, Fawaz E.; Herrera-Viedma, Enrique";MACHINE LEARNING METHODS FOR SYSTEMIC RISK ANALYSIS IN FINANCIAL SECTORS
"Suh, YK; Lee, KY; Baek, N";"Suh, Young-Kyoon; Lee, Ki Yong; Baek, Nakhoon";PEGASEF: A Provenance-Based Big Data Service Framework for Efficient Simulation Execution on Shared Computing Clusters
"Castro, J; Toledo, RY; Alzahrani, AA; Sanchez, PJ; Barranco, MJ; Martinez, L";"Castro, Jorge; Yera Toledo, Raciel; Alzahrani, Ahmad A.; Sanchez, Pedro J.; Barranco, Manuel J.; Martinez, Luis";A Big Data Semantic Driven Context Aware Recommendation Method for Question-Answer Items
"Gomes, C; Borba, E; Tavares, E; Junior, MND";"Gomes, Carlos; Borba, Eric; Tavares, Eduardo; Junior, Meuse Nogueira de O.";Performability Model for Assessing NoSQL DBMS Consistency
"Xiong, Z; Zhi, L; Jiang, J";"Xiong, Zhen; Zhi, Lin; Jiang, Jie";Research on Art Education Digital Platform Based on Big Data
"Sayad, YO; Mousannif, H; Al Moatassime, H";"Oulad Sayad, Younes; Mousannif, Hajar; Al Moatassime, Hassan";Predictive modeling of wildfires: A new dataset and machine learning approach
"Salamai, A; Hussain, O; Saberi, M";"Salamai, Abdullah; Hussain, Omar; Saberi, Morteza";Decision Support System for Risk Assessment Using Fuzzy Inference in Supply Chain Big Data
"Becker, S; Budde, K; Tillmann, FP; Koisar, K; Wamprecht, L; Muschenich, M; Meister, S; Roller, R";"Becker, Stefan; Budde, Klemens; Tillmann, Frank-Peter; Koisar, Karoline; Wamprecht, Laura; Mueschenich, Markus; Meister, Sven; Roller, Roland";Digital Nephrology
"Waseem, M; Lin, ZZ; Yang, L";"Waseem, Muhammad; Lin, Zhenzhi; Yang, Li";Data-Driven Load Forecasting of Air Conditioners for Demand Response Using Levenberg-Marquardt Algorithm-Based ANN
"Harding, M; Lamarche, C";"Harding, Matthew; Lamarche, Carlos";A panel quantile approach to attrition bias in Big Data: Evidence from a randomized experiment
"Reiz, AN; Garcia, MS; Sagasti, FM; Gonzalez, MA; Malpica, AB; Benitez, JCM; Cabrera, MN; Ramirez, AD; Perdomo, JMG; Alonso, JP; Ceti, LA; de la Hoz, MAA; Deliberato, R; Paik, K; Pollard, T; Raffa, J; Torres, F; Mayol, J; Chafer, J; Ferrer, AG; Rey, A; Luengo, HG; Fico, G; Lombroni, I; Hernandez, L; Lopez, L; Merino, B; Cabrera, MF; Arredondo, MT; Bodi, M; Gomez, J; Rodriguez, A";"Nunez Reiz, Antonio; Sanchez Garcia, Miguel; Martinez Sagasti, Fernando; Alvarez Gonzalez, Manuel; Blesa Malpica, Antonio; Martin Benitez, Juan Carlos; Nieto Cabrera, Mercedes; del Pino Ramirez, Angela; Gil Perdomo, Jose Miguel; Prada Alonso, Jesus; Ceti, Leo Anthony; de la Hoz, Miguel Angel Armengol; Deliberato, Rodrigo; Paik, Kenneth; Pollard, Tom; Raffa, Jesse; Torres, Felipe; Mayol, Julio; Chafer, Joan; Gonzalez Ferrer, Arturo; Rey, Angel; Gonzalez Luengo, Henar; Fico, Giuseppe; Lombroni, Ivana; Hernandez, Liss; Lopez, Laura; Merino, Beatriz; Fernanda Cabrera, Maria; Teresa Arredondo, Maria; Bodi, Maria; Gomez, Josep; Rodriguez, Alejandro";Big data and machine learning in critical care: Opportunities for collaborative research
"Son, C; Kim, J; Kim, Y";"Son, Changho; Kim, Jieun; Kim, Youngjun";Developing scenario-based technology roadmap in the big data era: an utilisation of fuzzy cognitive map and text mining techniques
"Zhou, GQ; Qin, S; Zhou, HF; Cheng, DS";"Zhou, Guoqiang; Qin, Shui; Zhou, Hongfei; Cheng, Dansong";A differential privacy noise dynamic allocation algorithm for big multimedia data
"Jung, ES; Liu, S; Kettimuthu, R; Chung, S";"Jung, Eun-Sung; Liu, Si; Kettimuthu, Rajkumar; Chung, Sungwook";High-Performance End-to-End Integrity Verification on Big Data Transfer
"Khitrov, NB; Rukhovich, DI; Koroleva, PV; Kalinina, NV; Trubnikov, AV; Petukhov, DA; Kulyanitsa, AL";"Khitrov, Nikolay B.; Rukhovich, Dmitry, I; Koroleva, Polina, V; Kalinina, Natalia, V; Trubnikov, Alexey, V; Petukhov, Dmitry A.; Kulyanitsa, Andrey L.";A study of the responsiveness of crops to fertilizers by zones of stable intra-field heterogeneity based on big satellite data analysis
"Palacios, D; Morillas, C; Garces, M; Tapia, P";"Palacios, David; Morillas, Cesar; Garces, Manuel; Tapia, Pablo";Big data-empowered system for automatic trouble ticket generation in IoT networks
"Liu, XD; Li, CL";"Liu, Xiaodan; Li, Chunliang";An intelligent urban traffic data fusion analysis method based on improved artificial neural network
"Konstantinidis, M; Lalla, EA";"Konstantinidis, Menelaos; Lalla, Emmanuel A.";Clinical anisotropy: A case for shared decision making in the age of too much data and patient dis-integration
"Zocholl, M; Iphar, C; Dreo, R; de Rosa, F; Jousselme, AL; Ray, C; Camossi, E";"Zocholl, Maximilian; Iphar, Clement; Dreo, Richard; de Rosa, Francesca; Jousselme, Anne-Laure; Ray, Cyril; Camossi, Elena";User-centric assessment of maritime situation awareness solutions
"Hoel, T; Chen, WQ";"Hoel, Tore; Chen, Weiqin";Privacy engineering for learning analytics in a global market Defining a point of reference
"Lopez, MA; Mattos, DMF; Duarte, OCMB; Pujolle, G";"Lopez, Martin Andreoni; Mattos, Diogo M. F.; Duarte, Otto Carlos M. B.; Pujolle, Guy";Toward a monitoring and threat detection system based on stream processing as a virtual network function for big data
"Shein, SL; Rotta, AT; Slain, KN; Clayton, JA";"Shein, Steven L.; Rotta, Alexandre T.; Slain, Katherine N.; Clayton, Jason A.";Beware the Pitfalls of Big Data Reply
"Engelgau, MM; Khoury, MJ; Roper, RA; Curry, JS; Mensah, GA";"Engelgau, Michael M.; Khoury, Muin J.; Roper, Rebecca A.; Curry, Jennifer S.; Mensah, George A.";Predictive Analytics Helping Guide the Implementation Research Agenda at the National Heart, Lung, and Blood Institute
"Sonmez, S; Wiitala, J; Apostolopoulos, Y";"Sonmez, Sevil; Wiitala, Jessica; Apostolopoulos, Yorghos";How complex travel, tourism, and transportation networks influence infectious disease movement in a borderless world
"Ribeiro, JL; Figueredo, M; Araujo, A; Cacho, N; Lopes, F";"Ribeiro, Jose Lucas; Figueredo, Mickael; Araujo, Adelson; Cacho, Nelio; Lopes, Frederico";A Microservice Based Architecture Topology for Machine Learning Deployment
Oswald, FL;Oswald, Frederick L.;Measuring and Modeling Cognitive Ability: Some Comments on Process Overlap Theory
"Hu, KK; Zeng, GS";"Hu, Kekun; Zeng, Guosun";Placing big graph into cloud for parallel processing with a two-phase community-aware approach
"Duan, YQ; Edwards, JS; Dwivedi, YK";"Duan, Yanqing; Edwards, John S.; Dwivedi, Yogesh K.";Artificial intelligence for decision making in the era of Big Data - evolution, challenges and research agenda
Gao, Y;Gao, Yuan;Sustainability Assessment of Maritime Tourism Industry Based on Uncertain Evidential Reasoning Approach in the Context of Big Data and Internet
"Martinez, RG; Roman, MP; Casado, PP";"Gomez Martinez, Raul; Prado Roman, Miguel; Plaza Casado, Paola";Big Data Algorithmic Trading Systems Based on Investors' Mood
"AlFarraj, O; AlZubi, A; Tolba, A";"AlFarraj, Osama; AlZubi, Ahmad; Tolba, Amr";Optimized feature selection algorithm based on fireflies with gravitational ant colony algorithm for big data predictive analytics
"Gao, XX; Wang, HX; Li, XX";"Gao, Xiaoxing; Wang, Hanxin; Li, Xiaoxia";Application of Open-Source Big-Data Framework in Marine Information Processing
Whelan, A;Whelan, Andrew;Ask for More Time: Big Data Chronopolitics in the Australian Welfare Bureaucracy
"Mehta, P; Mathews, J; Kumar, S; Suryamukhi, K; Babu, CS; Rao, SVKV; Shivapujimath, V; Bisht, D";"Mehta, Priya; Mathews, Jithin; Kumar, Sandeep; Suryamukhi, K.; Babu, Ch Sobhan; Rao, S. V. Kasi Visweswara; Shivapujimath, Vishal; Bisht, Dikshant";Big Data Analytics for Tax Administration
"Wickramasinghe, P; Kamburugamuve, S; Govindarajan, K; Abeykoon, V; Widanage, C; Perera, N; Uyar, A; Gunduz, G; Akkas, S; Fox, G";"Wickramasinghe, Pulasthi; Kamburugamuve, Supun; Govindarajan, Kannan; Abeykoon, Vibhatha; Widanage, Chathura; Perera, Niranda; Uyar, Ahmet; Gunduz, Gurhan; Akkas, Selahattin; Fox, Geoffrey";Twister2: TSet High-Performance Iterative Dataflow
"Moll, J; Yigitbasioglu, O";"Moll, Jodie; Yigitbasioglu, Ogan";The role of internet-related technologies in shaping the work of accountants: New directions for accounting research
Schober, R;Schober, Regina;The Books That Count: Big Data Versus Narrative in Robin Sloan's Mr. Penumbra's 24-Hour Bookstore and Joshua Cohen's Book of Numbers
"Aykroyd, RG; Leiva, V; Ruggeri, F";"Aykroyd, Robert G.; Leiva, Victor; Ruggeri, Fabrizio";Recent developments of control charts, identification of big data sources and future trends of current research
"Soleimani-Roozbahani, F; Ghatari, AR; Radfar, R";"Soleimani-Roozbahani, Fatemeh; Ghatari, Ali Rajabzadeh; Radfar, Reza";Knowledge discovery from a more than a decade studies on healthcare Big Data systems: a scientometrics study
Li, LZ;Li Lianzhi;Evaluation Model of Education Service Quality Satisfaction in Colleges and Universities Dependent on Classification Attribute Big Data Feature Selection Algorithm
"Poyhtari, R; Nelimarkka, M; Nikunen, K; Ojala, M; Pantti, M; Paakkonen, J";"Poyhtari, Reeta; Nelimarkka, Matti; Nikunen, Kaarina; Ojala, Markus; Pantti, Mervi; Paakkonen, Juho";Refugee debate and networked framing in the hybrid media environment
"Saglani, VJ; Rawal, BS; Vijayakumar, V; Yang, LZ";"Saglani, Vatsal J.; Rawal, Bharat S.; Vijayakumar, V.; Yang, Longzhi";Big Data technology in Healthcare: A Survey
"Javan, MS; Akbari, MK";"Javan, Morteza Sargolzaei; Akbari, Mohammad Kazem";SmartData 4.0: a formal description framework for big data
Chen, W;Chen, Wei;Research on the strategy of the cultural image transmission of cities along the belt and road initiative route under the background of the big data
"Alvarez-Perea, A; Sanchez-Garcia, S; Cano, M; Antolin-Amerigo, D; Tsilochristou, O; Stukus, DR";"Alvarez-Perea, A.; Sanchez-Garcia, S.; Cano R, Munoz; Antolin-Amerigo, D.; Tsilochristou, O.; Stukus, D. R.";Impact Of eHealth in Allergic Diseases and Allergic Patients
"Song, ZT; Sun, YM; Wan, JF; Huang, LL; Zhu, JH";"Song, Zhiting; Sun, Yanming; Wan, Jiafu; Huang, Lingli; Zhu, Jianhua";Smart e-commerce systems: current status and research challenges
"Vrahatis, AG; Dimitrakopoulos, GN; Tasoulis, SK; Georgakopoulos, SV; Plagianakos, VP";"Vrahatis, Aristidis G.; Dimitrakopoulos, Georgios N.; Tasoulis, Sotiris K.; Georgakopoulos, Spiros V.; Plagianakos, Vassilis P.";Single-cell regulatory network inference and clustering from high-dimensional sequencing data
"Yang, HK; Yong, HS";"Yang, Hye-Kyung; Yong, Hwan-Seung";Distributed PARAFAC Decomposition Method Based on In-memory Big Data System
"Fisher, E; Mehozay, Y";"Fisher, Eran; Mehozay, Yoav";How algorithms see their audience: media epistemes and the changing conception of the individual
"Al-Harazi, O; El Allali, A; Colak, D";"Al-Harazi, Olfat; El Allali, Achraf; Colak, Dilek";Biomolecular Databases and Subnetwork Identification Approaches of Interest to Big Data Community: An Expert Review
Hussein, O;Hussein, Omar;Identification of Threats and Vulnerabilities in Public Cloud-Based Apache Hadoop Distributed File System
"Dujardin, K; Anne, W; Pollet, P";"Dujardin, K.; Anne, W.; Pollet, P.";Using big data from electronic health records to determine the prognostic impact of atrial fibrillation and anticoagulation therapy in 5523 patients undergoing percutaneous coronary intervention
Allin, P;Allin, Paul;Opportunities and challenges for official statistics in a digital society
"Harb, H; Makhoul, A";"Harb, Hassan; Makhoul, Abdallah";Energy-efficient scheduling strategies for minimizing big data collection in cluster-based sensor networks
"Falk, M; Vieru, M";"Falk, Martin; Vieru, Markku";Myth of early booking gains
"Zhang, Z; Wang, CX; Wu, T; Yang, KF; Yao, T";"Zhang, Zhen; Wang, Cunxu; Wu, Tong; Yang, Kaifan; Yao, Tian";Distributed Generation Grid-Connected Method Based on Big Data Analysis
"Vazquez-Poletti, JL; Velasco, MP; Jimenez, S; Usero, D; Llorente, IM; Vazquez, L; Korablev, O; Belyaev, D; Patsaeva, MV; Khatuntsev, IV";"Vazquez-Poletti, J. L.; Velasco, M. P.; Jimenez, S.; Usero, D.; Llorente, I. M.; Vazquez, L.; Korablev, O.; Belyaev, D.; Patsaeva, M., V; Khatuntsev, I., V";Public Cloud Provisioning for Venus Express VMC Image Processing
"Mayo, C; Mierzwa, ML; Moran, JM; Boonstra, PS; Owen, D; Eisbruch, A; Rao, A; Wilkie, JR; Kessler, ML; Gharzai, LA; Matuszak, MM";"Mayo, C.; Mierzwa, M. L.; Moran, J. M.; Boonstra, P. S.; Owen, D.; Eisbruch, A.; Rao, A.; Wilkie, J. R.; Kessler, M. L.; Gharzai, L. A.; Matuszak, M. M.";Combining a Big Data Analytics Resource System with Artificial Intelligence Algorithms to Identify Clinically Actionable Radiation Dose Thresholds for Dysphagia in Head and Neck Patients
"Luo, WB; Wan, X; Huang, M";"Luo Wanbo; Wan Xing; Huang Min";Application of Big Data in Forecasting Traffic Flow
"Hai, ZG; Sun, XP";"Hai Zhuge; Sun, Xiaoping";Semantics, knowledge, and grids at the age of big data and AI
"Nedelcu, A; Nedelcu, B; Sgarciu, AI; Sgarciu, V";"Nedelcu, Andreea; Nedelcu, Bogdan; Sgarciu, Alexandru Ioan; Sgarciu, Valentin";Mining Data for Human Resources
"Murakami, M; Matsuno, M; Okamoto, S; Yamanaka, N";"Murakami, Masaki; Matsuno, Masahiro; Okamoto, Satoru; Yamanaka, Naoaki";Experimental Evaluation of Application Triggered Flow Classification Using Operated Data Center Traffic Data
"Retamozo, S; Acar-Denizli, N; Ng, WF; Horvath, IF; Rasmussen, A; Seror, R; Li, XM; Baldini, C; Gottenberg, JE; Sandhya, P; Quartuccio, L; Priori, R; Hernandez-Molina, G; Armagan, B; Kruize, AA; Kwok, SK; Kvarnstrom, M; Praprotnik, S; Sene, D; Gerli, R; Solans-Laque, R; Rischmueller, M; Mandl, T; Suzuki, Y; Isenberg, D; Valim, V; Sebastian, A; Nordmark, G; Bootsma, H; Nakamura, H; Giacomelli, R; Devauchelle-Pensec, V; Hofauer, B; Bombardieri, M; Trevisani, VFM; Hammenfors, D; Pasoto, S; Gheita, TA; Atzeni, F; Morel, J; Vollenveider, C; Consani-Fernandez, S; Mariette, X; Ramos-Casals, M; Brito-Zeron, P";"Retamozo, Soledad; Acar-Denizli, Nihan; Ng, Wan Fai; Horvath, Ildiko Fanny; Rasmussen, Astrid; Seror, Raphaele; Li Xiaomei; Baldini, Chiara; Gottenberg, Jacques-Eric; Sandhya, Pulukool; Quartuccio, Luca; Priori, Roberta; Hernandez-Molina, Gabriela; Armagan, Berkan; Kruize, Aike A.; Kwok, Seung-Ki; Kvarnstrom, Marika; Praprotnik, Sonja; Sene, Damien; Gerli, Roberto; Solans-Laque, Roser; Rischmueller, Maureen; Mandl, Thomas; Suzuki, Yasunori; Isenberg, David; Valim, Valeria; Sebastian, Agata; Nordmark, Gunnel; Bootsma, Hendrika; Nakamura, Hideki; Giacomelli, Roberto; Devauchelle-Pensec, Valerie; Hofauer, Benedikt; Bombardieri, Michele; Moca Trevisani, Virginia Fernandes; Hammenfors, Daniel; Pasoto, Sandra; Gheita, Tamer A.; Atzeni, Fabiola; Morel, Jacques; Vollenveider, Cristina; Consani-Fernandez, Sandra; Mariette, Xavier; Ramos-Casals, Manuel; Brito-Zeron, Pilar";PHENOTYPE OF BIOPSY-PROVEN PATIENTS WITH PRIMARY SJOGREN SYNDROME LACKING RO AUTOANTIBODIES: HIGH FREQUENCY OF DRYNESS SYMPTOMS WITH LOW SYSTEMIC ACTIVITY (BIG DATA SJOGREN PROJECT)
"Feng, QD; Xu, M; Zhang, X";"Feng, Quan-Dong; Xu, Miao; Zhang, Xin";RETRACTION: The model for improving big data sub-image retrieval performance using scalable vocabulary tree based on predictive clustering (Retraction of Vol 19, Pg 699, 2016)
Munro, C;Munro, Cindy;Conducting Interventions in Acute Care Settings
"Castellanos, C; Varela, CA; Correal, D";"Castellanos, Camilo; Varela, Carlos A.; Correal, Dario";Measuring Performance Quality Scenarios in Big Data Analytics Applications: A DevOps and Domain-Specific Model Approach
Feng, M;Feng, Ma;A Community Detection Approach on Data Latent Relationship
"Chandana, R; Harshitha, D; Meenakshi; Ramachandra, AC";"Chandana, R.; Harshitha, D.; Meenakshi; Ramachandra, A. C.";Big Data Migration and Sentiment Analysis of Real Time Events Using Hadoop Ecosystem
Cano, JA;Alejandro Cano, Jose;Traditional and Disruptive Technologies for the Support of Logistical Management in Supply Chains
"Wu, L; Yang, L; Huang, Z; Wang, YL; Chai, YW; Peng, X; Liu, Y";"Wu, Lun; Yang, Liu; Huang, Zhou; Wang, Yaoli; Chai, Yanwei; Peng, Xia; Liu, Yu";Inferring demographics from human trajectories and geographical context
"Singh, B; Toshniwal, D";"Singh, Brijraj; Toshniwal, Durga";MOWM: Multiple Overlapping Window Method for RBF based missing value prediction on big data
"Hou, WG; Ning, ZL; Guo, L; Zhang, X";"Hou, Weigang; Ning, Zhaolong; Guo, Lei; Zhang, Xu";Temporal, Functional and Spatial Big Data Computing Framework for Large-Scale Smart Grid
"Chandra, S; Varde, AS; Wang, JY";"Chandra, Shireesha; Varde, Aparna S.; Wang, Jiayin";A Hive and SQL Case Study in Cloud Data Analytics
"Kim, YJ; Kelley, BP; Nasser, JS; Chung, KC";"Kim, You J.; Kelley, Brian P.; Nasser, Jacob S.; Chung, Kevin C.";Implementing Precision Medicine and Artificial Intelligence in Plastic Surgery: Concepts and Future Prospects
